Medicamento;Empresa;CNPJ;Expediente;Data de Publicação;Categoria
Unizinco Comprimido;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;0042337259;13/01/2025;TODAS
bortezomibe;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1617925241;26/11/2024;TODAS
TAXILAN;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;0767293240;07/06/2024;TODAS
levonorgestrel + etinilestradiol;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;1411269218;13/04/2021;TODAS
omeprazol sódico;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0749948256;03/06/2025;TODAS
MOVINAU;NATULAB LABORATORIO S.A;02.456.955/0001-83;0909146241;03/07/2024;TODAS
ZINPASS® EZE;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1341509249;30/09/2024;TODAS
cloridrato de midazolam;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1434996247;18/10/2024;TODAS
ampicilina sódica + sulbactam sódico;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;1625547242;27/11/2024;TODAS
SOLUÇÃO DE MANITOL 20%;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;3878206216;01/10/2021;TODAS
brometo de pancurônio;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;0411194241;02/04/2024;TODAS
paracetamol + fosfato de codeína;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1409070247;14/10/2024;TODAS
SULPH;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0355412250;17/03/2025;TODAS
DUODEX;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0545014239;29/05/2023;TODAS
ALBIOPLAS;ASP-FARMACÊUTICA LTDA;28.942.435/0001-74;0769196250;06/06/2025;TODAS
ivermectina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0407310240;02/04/2024;TODAS
dicloridrato de trimetazidina;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1542482241;08/11/2024;TODAS
amoxicilina + clavulanato de potássio;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1738172244;19/12/2024;TODAS
besilato de levanlodipino;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1111105251;18/08/2025;TODAS
SITGLU;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;0061777251;15/01/2025;TODAS
GAPEM;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;1043099255;12/08/2025;TODAS
cloridrato de ciprofloxacino;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;0069758255;17/01/2025;TODAS
tartarato de metoprolol;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0805065253;16/06/2025;TODAS
cloridrato de bupropiona;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;1112052259;18/08/2025;TODAS
Loratadina;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;01.858.973/0001-29;0342546252;13/03/2025;TODAS
COLEDUE R;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;1625159242;27/11/2024;TODAS
EZETIMIBA;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1054649235;04/10/2023;TODAS
bromidrato de galantamina;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1120242214;23/03/2021;TODAS
COLEDUE;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;0856621242;24/06/2024;TODAS
olmesartana medoxomila+hidroclorotiazida;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;0919503250;15/07/2025;TODAS
OLMEDIX HCT;EMS S/A;57.507.378/0003-65;0919427251;15/07/2025;TODAS
desloratadina;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1138168254;25/08/2025;TODAS
AZOX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0906535255;10/07/2025;TODAS
deferasirox;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;4702309218;29/11/2021;TODAS
Dexa-Citoneurin NFF;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;0553520245;26/04/2024;TODAS
BIOGAM;ASP-FARMACÊUTICA LTDA;28.942.435/0001-74;0957116250;22/07/2025;TODAS
PYPE;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;0849164257;28/06/2025;TODAS
FENTANIL;ANTIBIÓTICOS DO BRASIL LTDA;05.439.635/0001-03;0436015251;31/03/2025;TODAS
LAFEPE fumarato de tenofovir desoproxila + lamivudina;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE;10.877.926/0001-13;0912167254;11/07/2025;TODAS
MINJUVI;UNITED MEDICAL LTDA;68.949.239/0001-46;0921876254;15/07/2025;TODAS
DIGESAN;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1049184254;12/08/2025;TODAS
LEFOR;EMS S/A;57.507.378/0003-65;0985886251;30/07/2025;TODAS
LITFULO;PFIZER BRASIL LTDA;61.072.393/0001-33;1407235249;14/10/2024;TODAS
MECOBE;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;1705160247;13/12/2024;TODAS
CEFOTAXIMA SÓDICA;EUGIA PHARMA INDUSTRIA FARMACEUTICA LTDA;44.639.493/0001-80;1753681243;23/12/2024;TODAS
ALERADINA;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1006352252;05/08/2025;TODAS
Linagliptina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0336587252;12/03/2025;TODAS
CLORIDRATO DE NAFAZOLINA;BELFAR LTDA;18.324.343/0001-77;0987575252;30/07/2025;TODAS
dipirona monoidratada;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0386308250;21/03/2025;TODAS
IMBRUVICA;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;0375891251;20/03/2025;TODAS
parecoxibe sódico;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;1279352248;17/09/2024;TODAS
NOVOB;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;0393727246;28/03/2024;TODAS
SANTIAZEPAM;SANTISA LABORATÓRIO FARMACÊUTICO S/A;04.099.395/0001-82;1160139253;29/08/2025;TODAS
vacina varicela (atenuada);INSTITUTO BUTANTAN;61.821.344/0001-56;1027237258;11/08/2025;TODAS
hemitartarato de zolpidem;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0034185259;09/01/2025;TODAS
desloratadina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1006337253;05/08/2025;TODAS
GOLTRITE;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1593895241;21/11/2024;TODAS
IBUVIX;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1735584240;19/12/2024;TODAS
RESFENOL;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;1013221249;24/07/2024;TODAS
TANDUO;APSEN FARMACEUTICA S/A;62.462.015/0001-29;1073737250;14/08/2025;TODAS
norfloxacino;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0611891255;06/05/2025;TODAS
maleato de fluvoxamina;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;0457644257;03/04/2025;TODAS
CIFOBAN;FRESENIUS MEDICAL CARE LTDA;01.440.590/0001-36;1416443240;15/10/2024;TODAS
TADALAFILA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0149761252;03/02/2025;TODAS
lansoprazol;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1120512247;15/08/2024;TODAS
YONDELIS;ADIUM S.A.;55.980.684/0001-27;0932886256;18/07/2025;TODAS
AROTHAZY;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1332154247;27/09/2024;TODAS
FRONTLEV;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0832992241;19/06/2024;TODAS
SULPAN;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;0207505250;13/02/2025;TODAS
BRUKINSA;BEONE MEDICINES BRASIL LTDA;30.763.301/0003-08;0918266254;15/07/2025;TODAS
levetiracetam;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0215599250;14/02/2025;TODAS
DIATARCOM MR;LABORATÓRIOS SERVIER DO BRASIL LTDA;42.374.207/0001-76;1751687244;23/12/2024;TODAS
olanzapina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0601222253;05/05/2025;TODAS
ivermectina;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0499636252;11/04/2025;TODAS
cloridrato de pioglitazona;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1068367237;06/10/2023;TODAS
EPITHELIZE;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0347447252;14/03/2025;TODAS
DEFB;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1701655241;12/12/2024;TODAS
OCYLIN;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0967462258;24/07/2025;TODAS
COLTRAX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1392141231;07/12/2023;TODAS
CEFAZOLINA SÓDICA;EUGIA PHARMA INDUSTRIA FARMACEUTICA LTDA;44.639.493/0001-80;1265353247;13/09/2024;TODAS
risperidona;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;0848202252;28/06/2025;TODAS
JAYPIRCE;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;0386748250;21/03/2025;TODAS
fumarato de tenofovir desoproxila + lamivudina;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;0839455241;20/06/2024;TODAS
omeprazol;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;0644223251;13/05/2025;TODAS
FATOR IX DE COAGULAÇÃO HEMOBRÁS;EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA;07.607.851/0001-46;0922347247;05/07/2024;TODAS
dicloridrato de levocetirizina;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;0762421258;05/06/2025;TODAS
ciprofibrato;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0304192252;06/03/2025;TODAS
cloridrato de ondansetrona;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;1375965247;07/10/2024;TODAS
SEDAVAN;FARMOQUÍMICA S/A;33.349.473/0001-58;1360716246;03/10/2024;TODAS
VITAMINA D3;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1501377248;31/10/2024;TODAS
cloridrato de donepezila;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;5074199221;20/12/2022;TODAS
amoxicilina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0155377256;04/02/2025;TODAS
ASTRO IV;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1010905252;06/08/2025;TODAS
cloridrato de memantina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0314401237;29/03/2023;TODAS
succinato de desvenlafaxina;TORRENT DO BRASIL LTDA;33.078.528/0001-32;1210903245;03/09/2024;TODAS
domperidona;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;0985189258;30/07/2025;TODAS
etodolaco;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;0529033259;17/04/2025;TODAS
TERGLY;VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACÊUTICOS LTDA;14.665.928/0001-08;0451767233;05/05/2023;TODAS
CEBETYM;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;1250150248;11/09/2024;TODAS
DOJOLVI;ULTRAGENYX BRASIL FARMACEUTICA LTDA;27.724.245/0001-18;1176711253;04/09/2025;TODAS
cloridrato de sertralina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1174965258;03/09/2025;TODAS
fosfato dissódico de dexametasona;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1254035249;12/09/2024;TODAS
etoricoxibe;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;0699039231;07/07/2023;TODAS
MINILAX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0199848254;12/02/2025;TODAS
AQUARELA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0833514253;25/06/2025;TODAS
Wegovy;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;0910831254;11/07/2025;TODAS
PARINEX;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1452225249;22/10/2024;TODAS
COMBTOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0795534256;13/06/2025;TODAS
LEXIN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1247967247;11/09/2024;TODAS
HORA H;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0184147255;10/02/2025;TODAS
RIVAR;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0191244252;11/02/2025;TODAS
LONADIAL;FRESENIUS MEDICAL CARE LTDA;01.440.590/0001-36;1005080232;21/09/2023;TODAS
VOXZOGO;BIOMARIN BRASIL FARMACÊUTICA LTDA;08.002.360/0001-34;0997680253;01/08/2025;TODAS
cloridrato de prometazina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;1114454249;14/08/2024;TODAS
maleato de bronfeniramina + cloridrato de fenilefrina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;0572002254;28/04/2025;TODAS
desloratadina;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;1015500251;07/08/2025;TODAS
BIOVARIXON;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;4334217222;23/06/2022;TODAS
AD-TIL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;3541682213;08/09/2021;TODAS
MIXISTAR;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;2977550216;30/07/2021;TODAS
enantato de noretisterona + valerato de estradiol;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;1731767213;05/05/2021;TODAS
trometamol cetorolaco;ADIUM S.A.;55.980.684/0001-27;0604753241;07/05/2024;TODAS
VOGNUS;EMS S/A;57.507.378/0003-65;1170782248;26/08/2024;TODAS
ALYVIAZES;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;01.858.973/0001-29;0175813230;22/02/2023;TODAS
DUEPOLI ER;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0311298257;07/03/2025;TODAS
ONO;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;1463463235;22/12/2023;TODAS
ZEVUXA;EMS S/A;57.507.378/0003-65;0243795254;20/02/2025;TODAS
HANAZ;Camber Farmaceutica Ltda;24.633.934/0001-29;0790647257;12/06/2025;TODAS
FORFIG;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1644402246;02/12/2024;TODAS
SUVERSADEX;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;03.978.166/0001-75;1687834245;10/12/2024;TODAS
FIDEGERP;TAKEDA PHARMA LTDA.;60.397.775/0001-74;0348117230;06/04/2023;TODAS
amoxicilina + clavulanato de potássio;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0823358232;07/08/2023;TODAS
METILDOPA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0315747194;08/04/2019;TODAS
CLORIDRATO DE VENLAFAXINA (PORT. 344/98 L-C1);ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0195872258;12/02/2025;TODAS
BENERVA;CELLERA FARMACÊUTICA S.A.;33.173.097/0002-74;0165797258;06/02/2025;TODAS
fumarato de dimetila;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;0641079231;23/06/2023;TODAS
XTANDI;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;07.768.134/0001-04;1148171258;27/08/2025;TODAS
FLAXXIL;CIMED INDUSTRIA S.A;02.814.497/0001-07;1440021209;08/05/2020;TODAS
RUBIDEX;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;1200151211;29/03/2021;TODAS
RAPAMUNE;PFIZER BRASIL LTDA;61.072.393/0001-33;0536057249;23/04/2024;TODAS
Lamotrigina;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;1202173250;10/09/2025;TODAS
Coniso;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;8451528210;23/12/2021;TODAS
BREELET;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;0625490231;20/06/2023;TODAS
XELODA;BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA;31.327.287/0001-92;0308684231;28/03/2023;TODAS
tobramicina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0643689197;23/07/2019;TODAS
CLARITROMICINA;MR PHARMA LTDA;23.668.196/0001-92;0870730258;02/07/2025;TODAS
VENOLISE;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;0441258255;01/04/2025;TODAS
GLUCOREUMIN;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;0961677244;15/07/2024;TODAS
SLINDA;EXELTIS LABORATORIO FARMACEUTICO LTDA;19.136.432/0001-52;1496642244;30/10/2024;TODAS
DODOY;Jarrell Farmacêutica Ltda EPP;68.240.779/0001-56;4434020226;15/07/2022;TODAS
mirtazapina;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;1552738217;23/04/2021;TODAS
COD;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;0184676258;10/02/2025;TODAS
MESILATO DE IMATINIBE;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;4382554225;05/07/2022;TODAS
ACICLOVIR;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1346024212;08/04/2021;TODAS
ESOMEPRAZOL SÓDICO;Camber Farmaceutica Ltda;24.633.934/0001-29;4044267219;13/10/2021;TODAS
fluconazol;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;0013316257;06/01/2025;TODAS
BRASART HCT;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;0710141254;26/05/2025;TODAS
PLASIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1533477248;07/11/2024;TODAS
ibuprofeno;CIMED INDUSTRIA S.A;02.814.497/0001-07;1562177249;13/11/2024;TODAS
INSTITUTO BUTANTAN - ADALIMUMABE;INSTITUTO BUTANTAN;61.821.344/0001-56;1184259259;05/09/2025;TODAS
JEVTANA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0923129251;16/07/2025;TODAS
RINGER;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;0165891213;13/01/2021;TODAS
EVOTAXEL;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;0493854240;18/04/2024;TODAS
CITALOPRAM;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0295556234;24/03/2023;TODAS
VZOM;Camber Farmaceutica Ltda;24.633.934/0001-29;1622842243;27/11/2024;TODAS
sinvastatina;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;0153490250;04/02/2025;TODAS
valsartana + hidroclorotiazida;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1728691249;18/12/2024;TODAS
VASOGARD;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0711040257;26/05/2025;TODAS
OMEPRAZOL;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;4288159211;29/10/2021;TODAS
IBAND;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1079195246;07/08/2024;TODAS
DEP;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0717589251;27/05/2025;TODAS
ISOFARMA - SOLUÇÃO DE GLICOSE;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;7104619216;15/12/2021;TODAS
albendazol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0303905247;12/03/2024;TODAS
BOSENTANA;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;0237372258;19/02/2025;TODAS
DACTIL OB;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1726238245;18/12/2024;TODAS
Divalproato de sódio;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1679279246;09/12/2024;TODAS
PURAN T4;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0459776240;11/04/2024;TODAS
valerato de betametasona + sulfato de gentamicina + tolnaftato + clioquinol;CELLERA FARMACÊUTICA S.A.;33.173.097/0002-74;0880547251;04/07/2025;TODAS
MYLETIN;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0801545234;01/08/2023;TODAS
BIO-MANGUINHOS GOLIMUMABE;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;1326065246;26/09/2024;TODAS
ACU FRESH G;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1024660257;09/08/2025;TODAS
FARMANGUINHOS PRIMAQUINA;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;0956855253;22/07/2025;TODAS
ibuprofeno;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0677256256;20/05/2025;TODAS
BIMZELX;UCB BIOPHARMA LTDA.;64.711.500/0001-14;1162960256;01/09/2025;TODAS
KAMPPI;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1119058212;23/03/2021;TODAS
SUBTRAX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1175744247;27/08/2024;TODAS
topiramato;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1437600247;18/10/2024;TODAS
TRIMBOW;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;0013763253;06/01/2025;TODAS
Alginac;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;0007024258;03/01/2025;TODAS
hemitartarato de zolpidem;UNICHEM FARMACÊUTICA DO BRASIL LTDA;05.399.786/0001-85;0672090252;19/05/2025;TODAS
SOLUÇÃO ENEMA DE GLICERINA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0969979211;12/03/2021;TODAS
SOLUÇÃO FISIOLÓGICA A 0,9%;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0364296259;18/03/2025;TODAS
TENSART PRO;MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;17.440.261/0001-25;1464717222;31/03/2022;TODAS
ADLYV;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;0843828251;27/06/2025;TODAS
cloridrato de fexofenadina;EMS S/A;57.507.378/0003-65;1651845247;03/12/2024;TODAS
XUMER;ADIUM S.A.;55.980.684/0001-27;0742306259;02/06/2025;TODAS
levetiracetam;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;0330218255;11/03/2025;TODAS
CLARILIB;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;0201953234;01/03/2023;TODAS
Vacina COVID-19 (recombinante);ZALIKA FARMACEUTICA LTDA;29.536.205/0001-78;0865365245;25/06/2024;TODAS
SONDELBAY;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;0999304259;01/08/2025;TODAS
MYLOTARG;PFIZER BRASIL LTDA;61.072.393/0001-33;0828606242;18/06/2024;TODAS
QUEPSIA LP;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0858523248;24/06/2024;TODAS
ivermectina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1646196244;02/12/2024;TODAS
POMALYST;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;56.998.982/0001-07;1196332240;30/08/2024;TODAS
ONDIF;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;4413126220;12/07/2022;TODAS
Prothromplex;TAKEDA PHARMA LTDA.;60.397.775/0001-74;1377432246;07/10/2024;TODAS
etoricoxibe;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;0795871244;13/06/2024;TODAS
topiramato;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;30.222.814/0001-31;1671866240;06/12/2024;TODAS
succinato de desvenlafaxina;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;1542456240;08/11/2024;TODAS
NOPASURE;Camber Farmaceutica Ltda;24.633.934/0001-29;4226611217;26/10/2021;TODAS
cloridrato de donepezila;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;03.978.166/0001-75;0482079258;08/04/2025;TODAS
ZAPSY;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0814442251;18/06/2025;TODAS
cloridrato de donepezila;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;04.301.884/0001-75;0384077234;17/04/2023;TODAS
CIMEGRIPE;CIMED INDUSTRIA S.A;02.814.497/0001-07;0723011257;28/05/2025;TODAS
RUKOBIA;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;1179030257;04/09/2025;TODAS
LOXONIN FLEX;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;60.874.187/0001-84;0724778241;29/05/2024;TODAS
levetiracetam;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;04.301.884/0001-75;1086991257;15/08/2025;TODAS
ESTREVA;FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;09.058.502/0001-48;1528753241;06/11/2024;TODAS
