Medicamento;Empresa;CNPJ;Expediente;Data de Publicação;Data de Publicação (dt);Categoria
ARNICA WELEDA;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;400111233;20/04/2023;2023-04-20;dinamizado
CETOFENID;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;397835230;20/04/2023;2023-04-20;similar
omeprazol;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;397934238;20/04/2023;2023-04-20;generico
rosuvastatina calcica;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;397921233;20/04/2023;2023-04-20;generico
MEFEX;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;396571239;20/04/2023;2023-04-20;similar
TOTTI SL;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;397085231;20/04/2023;2023-04-20;similar
teuvart;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;397895232;20/04/2023;2023-04-20;generico
LISINOPRIL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;404559239;24/04/2023;2023-04-24;generico
DOJOLVI;ULTRAGENYX BRASIL FARMACEUTICA LTDA;27.724.245/0001-18;403890233;24/04/2023;2023-04-24;novo
SINVATROX;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;406039232;24/04/2023;2023-04-24;similar
AXETILCEFUROXIMA;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;404328237;24/04/2023;2023-04-24;generico
ADVIL;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;407145231;24/04/2023;2023-04-24;similar
GLYA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;403810230;24/04/2023;2023-04-24;similar
CARBAMAZEPINA;EMS S/A;57.507.378/0003-65;403739233;24/04/2023;2023-04-24;generico
ULTOMIRIS;ALEXION SERVICOS E FARMACEUTICA DO BRASIL LTDA;10.284.284/0001-49;405221231;24/04/2023;2023-04-24;biologico
Advil 12h;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;406384231;24/04/2023;2023-04-24;novo
carbamazepina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;403771234;24/04/2023;2023-04-24;generico
CEBRALAT;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;403470234;24/04/2023;2023-04-24;novo
LIPISTATINA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;404456235;24/04/2023;2023-04-24;similar
ENHERTU;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;60.874.187/0001-84;405377231;24/04/2023;2023-04-24;biologico
GLINAPE;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;411091239;25/04/2023;2023-04-25;similar
GLUNAC;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;409880230;25/04/2023;2023-04-25;similar
pregabalina;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;410526231;25/04/2023;2023-04-25;generico
HEMITARTARATO DE NOREPINEFRINA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;407680233;25/04/2023;2023-04-25;generico
Eylia;BAYER S.A.;18.459.628/0001-15;410496235;25/04/2023;2023-04-25;biologico
ADENON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;409072231;25/04/2023;2023-04-25;dinamizado
succinato de metoprolol;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;3978166000175;412328232;25/04/2023;2023-04-25;generico
IBAN;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;410647233;25/04/2023;2023-04-25;similar
LINADIB;EMS S/A;57.507.378/0003-65;408374233;25/04/2023;2023-04-25;similar
RINIDON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;407682236;25/04/2023;2023-04-25;dinamizado
linagliptina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;408611235;25/04/2023;2023-04-25;generico
linagliptina;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;411001230;25/04/2023;2023-04-25;generico
hidroclorotiazida;CIMED INDUSTRIA S.A;2814497000107;413258238;25/04/2023;2023-04-25;generico
ibandronato de sódio;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;411341235;25/04/2023;2023-04-25;generico
linagliptina;EMS S/A;57.507.378/0003-65;408328231;25/04/2023;2023-04-25;generico
ALENDRONATO DE SODIO;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;410039233;25/04/2023;2023-04-25;generico
ADVIPRO;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;419111239;26/04/2023;2023-04-26;similar
maleato de dexclorfeniramina;CIMED INDUSTRIA S.A;2814497000107;417548231;26/04/2023;2023-04-26;generico
SINOT;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;418656231;26/04/2023;2023-04-26;similar
EXPECTRAT;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;417567235;26/04/2023;2023-04-26;fitoterapico
MYALEPT;AMRYT BRASIL COMERCIO E IMPORTACAO DE MEDICAMENTOS LTDA;14.555.259/0001-03;416835236;26/04/2023;2023-04-26;biologico
LOSEC;BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA;31.327.287/0001-92;418182230;26/04/2023;2023-04-26;novo
SINOT;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;418608237;26/04/2023;2023-04-26;similar
GARDASIL;MERCK SHARP & DOHME FARMACEUTICA LTDA.;3560974000118;418477230;26/04/2023;2023-04-26;biologico
EMSEXPECTOR;EMS S/A;57.507.378/0003-65;417101236;26/04/2023;2023-04-26;similar
DEXILANT;TAKEDA PHARMA LTDA.;60.397.775/0001-74;418853231;26/04/2023;2023-04-26;novo
lamotrigina;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;418208239;26/04/2023;2023-04-26;generico
SELOZOK;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;417157231;26/04/2023;2023-04-26;novo
COSENTYX;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;417645236;26/04/2023;2023-04-26;biologico
ALLEGRA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;414354231;26/04/2023;2023-04-26;novo
Saphnelo;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;414243234;26/04/2023;2023-04-26;biologico
mupirocina;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;418056234;26/04/2023;2023-04-26;generico
EXPECTAMIN;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;416901239;26/04/2023;2023-04-26;similar
fosaprepitanto dimeglumina;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;3978166000175;417791232;26/04/2023;2023-04-26;generico
maleato de dexclorfeniramina + sulfato de pseudoefedrina + guaifenesina;EMS S/A;57.507.378/0003-65;416779239;26/04/2023;2023-04-26;generico
CITALOPRAM;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;425482235;27/04/2023;2023-04-27;generico
PARACETAMOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;425259234;27/04/2023;2023-04-27;generico
loratadina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;423910230;27/04/2023;2023-04-27;generico
COLCHIS;APSEN FARMACEUTICA S/A;62.462.015/0001-29;420593233;27/04/2023;2023-04-27;similar
PYRIT - ZINNOBER;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;423759230;27/04/2023;2023-04-27;dinamizado
LOREDON;TORRENT DO BRASIL LTDA;33.078.528/0001-32;425291235;27/04/2023;2023-04-27;similar
COLCHIS;APSEN FARMACEUTICA S/A;62.462.015/0001-29;420652230;27/04/2023;2023-04-27;novo
BOTOX;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;43.426.626/0001-77;425400239;27/04/2023;2023-04-27;novo
Artane;APSEN FARMACEUTICA S/A;62.462.015/0001-29;420674233;27/04/2023;2023-04-27;novo
Micend;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;424712237;27/04/2023;2023-04-27;similar
dipropionato de betametasona + sulfato de gentamicina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;425355233;27/04/2023;2023-04-27;generico
MAXAPRAN;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;425422232;27/04/2023;2023-04-27;similar
succinato de metoprolol;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;422972231;27/04/2023;2023-04-27;generico
ALERGOMINE;CIMED INDUSTRIA S.A;2814497000107;423028235;27/04/2023;2023-04-27;similar
cloridrato de sertralina;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;424637235;27/04/2023;2023-04-27;generico
Pradaxa;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;60.831.658/0001-77;424241234;27/04/2023;2023-04-27;novo
RETEMIC;APSEN FARMACEUTICA S/A;62.462.015/0001-29;420739238;27/04/2023;2023-04-27;novo
NIMEGON;MERCK SHARP & DOHME FARMACEUTICA LTDA.;3560974000118;422987239;27/04/2023;2023-04-27;similar
CLORIDRATO DE TRAZODONA;TORRENT DO BRASIL LTDA;33.078.528/0001-32;425490238;27/04/2023;2023-04-27;generico
cloridrato de trazodona;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;423590235;27/04/2023;2023-04-27;generico
Kisqali;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;427265231;28/04/2023;2023-04-28;novo
cloridrato de tramadol + paracetamol;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;429726236;28/04/2023;2023-04-28;generico
MECLIN;APSEN FARMACEUTICA S/A;62.462.015/0001-29;427457238;28/04/2023;2023-04-28;novo
cloridrato de sertralina;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;430599234;28/04/2023;2023-04-28;generico
LABIRIN;APSEN FARMACEUTICA S/A;62.462.015/0001-29;429156235;28/04/2023;2023-04-28;novo
ATRACE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;430132239;28/04/2023;2023-04-28;similar
NEXVIAZYME;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;431727236;28/04/2023;2023-04-28;biologico
Archeus;LOTUSFARMA PRODUTOS FARMACÊUTICOS LTDA;974578000149;329289194;28/04/2023;2023-04-28;dinamizado
BENICAR;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;60.874.187/0001-84;429201231;28/04/2023;2023-04-28;novo
GONAPEPTYL DAILY;LABORATÓRIOS FERRING LTDA;74.232.034/0001-48;432969233;28/04/2023;2023-04-28;novo
LABIRIN;APSEN FARMACEUTICA S/A;62.462.015/0001-29;427584230;28/04/2023;2023-04-28;similar
Rozerem;TAKEDA PHARMA LTDA.;60.397.775/0001-74;429631235;28/04/2023;2023-04-28;novo
OXYCONTIN;MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;15.127.898/0001-30;430140231;28/04/2023;2023-04-28;novo
RITALINA;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;431708231;28/04/2023;2023-04-28;novo
linezolida;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;6628333000146;426823231;28/04/2023;2023-04-28;generico
BICERTO IV;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;430056231;28/04/2023;2023-04-28;novo
SENGECIL;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;427170231;28/04/2023;2023-04-28;similar
ENEK;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;429919239;28/04/2023;2023-04-28;similar
KYPROLIS;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;18.774.815/0001-93;431064237;28/04/2023;2023-04-28;novo
Gésico Duo;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;430036230;28/04/2023;2023-04-28;similar
MAGNAZIA;1FARMA INDUSTRIA FARMACEUTICA LTDA;48.113.906/0001-49;430555237;28/04/2023;2023-04-28;especifico
EMBO;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;429983239;28/04/2023;2023-04-28;similar
HORMOTROP;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;431407231;28/04/2023;2023-04-28;similar
Aciclovir TESTE;EMPRESA DE TESTE LTDA. (VS01);11.111.111/0001-91;1920763218;28/04/2023;2023-04-28;generico
Euflexxa;LABORATÓRIOS FERRING LTDA;74.232.034/0001-48;429966237;28/04/2023;2023-04-28;biologico
MOTIX;FARMOQUÍMICA S/A;33.349.473/0001-58;4178104200;28/04/2023;2023-04-28;dinamizado
Insit®;APSEN FARMACEUTICA S/A;62.462.015/0001-29;427587239;28/04/2023;2023-04-28;similar
cabazitaxel;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;437357236;02/05/2023;2023-05-02;generico
PREVIGRIP;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;438076231;02/05/2023;2023-05-02;dinamizado
BROMOPRIDA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;439045231;02/05/2023;2023-05-02;generico
AFRAT;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;435436236;02/05/2023;2023-05-02;similar
meropenem;EUGIA PHARMA INDUSTRIA FARMACEUTICA LTDA;44.639.493/0001-80;437231232;02/05/2023;2023-05-02;generico
ATIVB;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;437354237;02/05/2023;2023-05-02;especifico
Lemtrada;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;437889238;02/05/2023;2023-05-02;biologico
DON;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;435526235;02/05/2023;2023-05-02;similar
SONRIDOR;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;438882237;02/05/2023;2023-05-02;novo
ONICIT;MERCK SHARP & DOHME FARMACEUTICA LTDA.;3560974000118;439293235;02/05/2023;2023-05-02;novo
Cloridrato de Sertralina;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;440999235;03/05/2023;2023-05-03;generico
TOPIRAMATO;EMS S/A;57.507.378/0003-65;441282237;03/05/2023;2023-05-03;generico
TOPIRAMATO;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;441265235;03/05/2023;2023-05-03;generico
topiramato;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;441316239;03/05/2023;2023-05-03;generico
bromidrato de citalopram;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;441586236;03/05/2023;2023-05-03;generico
HENETIX;GUERBET PRODUTOS RADIOLÓGICOS LTDA;42.180.406/0001-43;443416231;03/05/2023;2023-05-03;similar
INSPRA;UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.;36.674.526/0001-02;442400233;03/05/2023;2023-05-03;novo
BRYOPHYLLUM ARGENTO CULTUM;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;441547231;03/05/2023;2023-05-03;dinamizado
SINUDORON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;440958237;03/05/2023;2023-05-03;dinamizado
DIELOFT;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;440804230;03/05/2023;2023-05-03;similar
DIVALCON;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;441214231;03/05/2023;2023-05-03;similar
FORXIGA;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;440554233;03/05/2023;2023-05-03;novo
UNIANORA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;442734239;03/05/2023;2023-05-03;similar
ATORVASTATINA CALCICA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;441169236;03/05/2023;2023-05-03;generico
MIELOCADE;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;61.282.661/0001-41;441960235;03/05/2023;2023-05-03;similar
OPTIRAY;GUERBET IMAGEM DO BRASIL LTDA;30.153.811/0001-93;442952236;03/05/2023;2023-05-03;novo
alprazolam;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;442769237;03/05/2023;2023-05-03;generico
divalproato de sódio;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;441252231;03/05/2023;2023-05-03;generico
cloridrato de bupropiona;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;441655238;03/05/2023;2023-05-03;generico
BIO-MANGUINHOS TRASTUZUMABE;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;443876231;04/05/2023;2023-05-04;biologico
CLANISTIL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;444257233;04/05/2023;2023-05-04;similar
LISADOR;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;443998230;04/05/2023;2023-05-04;similar
Dupixent;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;449255239;04/05/2023;2023-05-04;biologico
EDISTRIDE;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;443970238;04/05/2023;2023-05-04;similar
cloridrato de ambroxol;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;444454233;04/05/2023;2023-05-04;generico
EPILENIL;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;445756233;04/05/2023;2023-05-04;similar
MICOZEN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;443940231;04/05/2023;2023-05-04;similar
besilato de anlodipino;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;33.258.401/0001-03;445629231;04/05/2023;2023-05-04;generico
PRED;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;43.426.626/0001-77;449109232;04/05/2023;2023-05-04;novo
cloridrato de sertralina;TORRENT DO BRASIL LTDA;33.078.528/0001-32;445596236;04/05/2023;2023-05-04;generico
topiramato;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;445045230;04/05/2023;2023-05-04;generico
Qarziba;GLOBAL REGULATORY PARTNERS BRASIL LTDA;29.190.430/0001-03;444385231;04/05/2023;2023-05-04;biologico
PLAQUINOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;445047232;04/05/2023;2023-05-04;novo
STRESSDORON;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;56.992.217/0001-80;445600233;04/05/2023;2023-05-04;dinamizado
lamotrigina;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;443929238;04/05/2023;2023-05-04;generico
EUTHYROX;MERCK S/A;33.069.212/0001-84;449417239;04/05/2023;2023-05-04;novo
CORTITOP;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;444035231;04/05/2023;2023-05-04;similar
ANCORON;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;444112235;04/05/2023;2023-05-04;novo
ácido valpróico;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;445662239;04/05/2023;2023-05-04;generico
ALKERAN;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2433631000120;451485238;05/05/2023;2023-05-05;novo
acetato de terlipressina;VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACÊUTICOS LTDA;14.665.928/0001-08;451751230;05/05/2023;2023-05-05;generico
SELETIV;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;454118236;05/05/2023;2023-05-05;similar
cloridrato de ambroxol;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;449790231;05/05/2023;2023-05-05;generico
LIMBITROL;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;451932234;05/05/2023;2023-05-05;similar
CLORIDRATO DE AMBROXOL;EMS S/A;57.507.378/0003-65;449642232;05/05/2023;2023-05-05;generico
CUPRIMINE;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;454855231;05/05/2023;2023-05-05;novo
